name,geometry,latitude,longitude
,"POLYGON ((77.5007186 13.0385303, 77.5014195 13.0384273, 77.5013435 13.0379884, 77.5006466 13.0380941, 77.5007186 13.0385303))",13.038260141394074,77.50103250857386
,"POLYGON ((77.5468227 13.0270373, 77.5469354 13.0273326, 77.5468174 13.0275025, 77.5468254 13.0277481, 77.5466457 13.0278004, 77.5463641 13.0273535, 77.5461951 13.0272595, 77.5460771 13.0270556, 77.5464258 13.027019, 77.5466457 13.0269276, 77.5468227 13.0270373))",13.02730337616056,77.54658127209971
,"POLYGON ((77.5473464 13.0270837, 77.5473165 13.0270144, 77.5472821 13.0269472, 77.5472384 13.026875, 77.5471895 13.0268061, 77.5472437 13.0268236, 77.5473 13.0268327, 77.547357 13.0268332, 77.5474135 13.026825, 77.547465 13.0268095, 77.5475136 13.0267868, 77.5475582 13.0267573, 77.5475979 13.0267218, 77.5475785 13.0267779, 77.5475668 13.0268359, 77.547563 13.0268949, 77.5475656 13.026942, 77.5475733 13.0269885, 77.5475858 13.0270341, 77.5475313 13.0270338, 77.5474772 13.0270399, 77.5474321 13.0270501, 77.5473884 13.0270648, 77.5473464 13.0270837))",13.02692046714801,77.54742453619866
,"POLYGON ((77.5024944 13.0397448, 77.50261 13.0397265, 77.5024852 13.0389755, 77.5023697 13.0389937, 77.5024944 13.0397448))",13.039360186713223,77.50248983417102
,"POLYGON ((77.5020509 13.0370544, 77.5021744 13.0370355, 77.502466 13.0388385, 77.5023426 13.0388574, 77.5020509 13.0370544))",13.037946331245125,77.50225845570309
,"POLYGON ((77.5018101 13.0356073, 77.5019603 13.0355834, 77.5021852 13.0369239, 77.502035 13.0369478, 77.5018101 13.0356073))",13.036265600000002,77.50199765000002
Gunjuru Palya Lake,"POLYGON ((77.7221239 12.9208307, 77.7227606 12.9205737, 77.7228749 12.9205275, 77.7239585 12.9204124, 77.7240765 12.9200673, 77.7240159 12.9194913, 77.7237069 12.9191984, 77.7234348 12.9190325, 77.7225854 12.9185632, 77.7222759 12.9183571, 77.7216776 12.9179116, 77.7213383 12.917668, 77.7204188 12.9172331, 77.72036 12.9172215, 77.720153 12.9172643, 77.7201392 12.9171899, 77.7202312 12.9171638, 77.7202361 12.917142, 77.7202828 12.9169118, 77.7200649 12.9168527, 77.7196916 12.9167815, 77.7196471 12.9167722, 77.7196482 12.9168111, 77.7197458 12.9169484, 77.7197731 12.9170293, 77.7197664 12.917098, 77.7196705 12.917222, 77.7197239 12.9172425, 77.71997 12.9172036, 77.7199893 12.9172783, 77.7195937 12.9173352, 77.7195113 12.9173751, 77.7194562 12.9174148, 77.7193949 12.9175258, 77.7193151 12.9178019, 77.7191412 12.9185092, 77.7192131 12.9187429, 77.7193232 12.9188294, 77.7194402 12.9191792, 77.7194738 12.9192621, 77.7213728 12.9205693, 77.7221239 12.9208307))",12.919058746365748,77.72142862960163
Karunalayam Hospital,"POLYGON ((77.7067924 12.9109615, 77.7073476 12.9117354, 77.7083749 12.9112596, 77.708281 12.9110034, 77.7077928 12.9111027, 77.7077392 12.9107968, 77.7075863 12.9108125, 77.7067924 12.9109615))",12.911219927149531,77.70755405164343
Phoenix Hospital,"POLYGON ((77.6449292 12.9166964, 77.6451801 12.9166878, 77.6451742 12.9165238, 77.6449233 12.9165324, 77.6449292 12.9166964))",12.9166101,77.6450517
,"POLYGON ((77.6011891 13.0457812, 77.6011991 13.045598, 77.6017843 13.0455773, 77.6025107 13.0457418, 77.6025117 13.0458956, 77.6011891 13.0457812))",13.045729653404953,77.60183254995309
,"POLYGON ((77.5957839 13.0455101, 77.5962639 13.0456033, 77.5967413 13.0456255, 77.5969264 13.0455981, 77.5985007 13.0454462, 77.5986435 13.0454226, 77.5986966 13.0454138, 77.598812 13.0454086, 77.5990212 13.045423, 77.5991781 13.0454556, 77.600214 13.0456688, 77.6005152 13.045713, 77.6007445 13.0457561, 77.6010154 13.0458104, 77.6010154 13.0457797, 77.6010147 13.0457267, 77.6010114 13.0456032, 77.6008491 13.0455928, 77.6007975 13.045568, 77.6007814 13.0455268, 77.6007525 13.0453668, 77.6006855 13.0446979, 77.6006319 13.0443451, 77.6004991 13.043944, 77.6002952 13.0439623, 77.6003383 13.0440718, 77.6004615 13.044419, 77.6006091 13.0449383, 77.6006325 13.0451008, 77.6006681 13.045551, 77.6000914 13.0454053, 77.5991187 13.0452236, 77.5987262 13.0451891, 77.5986382 13.0452072, 77.5985015 13.0452353, 77.598124 13.0453224, 77.5977096 13.0453603, 77.5964516 13.0453289, 77.5962184 13.0453066, 77.5957811 13.0453075, 77.5957839 13.0455101))",13.045317022209238,77.59868216954125
,"POLYGON ((77.5931688 12.9677711, 77.593157 12.9677129, 77.5935664 12.9676345, 77.5935772 12.9676901, 77.5931688 12.9677711))",12.967702458679835,77.59336573754685
,"POLYGON ((77.6398996 13.0804973, 77.639823 13.0806435, 77.6400746 13.0808087, 77.6405833 13.0809126, 77.640688 13.0808995, 77.6410165 13.0807376, 77.6409844 13.0804476, 77.6405096 13.0804946, 77.6403004 13.080539, 77.6400684 13.0805364, 77.6398996 13.0804973))",13.080671248066906,77.64047995911686
Netaji Subash Chandra Bose Ground,"POLYGON ((77.5446755 12.9909705, 77.5429413 12.9911161, 77.5429297 12.9910454, 77.5430985 12.9910049, 77.5432455 12.9909665, 77.5433842 12.990481, 77.5434983 12.9902035, 77.543702 12.9901796, 77.543938 12.9901398, 77.5445019 12.9899809, 77.5445956 12.9906479, 77.5446314 12.9907917, 77.5446755 12.9909705))",12.990608833377067,77.54395464801377
,"POLYGON ((77.6256683 13.0196892, 77.6258232 13.0199777, 77.6260954 13.0202103, 77.6263154 13.0206219, 77.626491 13.0210439, 77.6284289 13.0209603, 77.6284611 13.0207944, 77.6281232 13.0189259, 77.6279837 13.0178545, 77.6278145 13.0178706, 77.6278267 13.0179391, 77.6281553 13.0196916, 77.6281741 13.0198536, 77.6282948 13.0207808, 77.6281714 13.0208644, 77.6265352 13.0208905, 77.6261115 13.0201071, 77.6258014 13.019749, 77.6256683 13.0196892))",13.02001848658378,77.6275771497352
,"POLYGON ((77.6254262 13.0261462, 77.6256032 13.026111, 77.6259707 13.0246802, 77.6265956 13.0232626, 77.6268277 13.0228484, 77.6270181 13.0225661, 77.6269846 13.0223871, 77.6268984 13.022126, 77.6268896 13.0220995, 77.6267557 13.0216939, 77.6266131 13.0212621, 77.6264602 13.0212713, 77.6269162 13.0225256, 77.6264025 13.0234154, 77.6258688 13.0247077, 77.6254262 13.0261462))",13.023694392901383,77.62628064674823
,"POLYGON ((77.6256689 13.0332252, 77.6258111 13.03319, 77.625584 13.0322781, 77.6251405 13.030394, 77.62482 13.0300412, 77.6247731 13.0298151, 77.6247556 13.0295235, 77.6248755 13.0288621, 77.6251624 13.027549, 77.625342 13.0269003, 77.6255075 13.02632, 77.6253873 13.0263357, 77.6249689 13.0280878, 77.6246537 13.0298347, 77.6247127 13.0300817, 77.6250125 13.0304527, 77.6251184 13.0307794, 77.6254678 13.0323068, 77.6256689 13.0332252))",13.030195420067521,77.62522770024552
,"POLYGON ((77.614279 12.9650332, 77.6143192 12.965045, 77.6139469 12.9662321, 77.6138766 12.9664564, 77.6138516 12.9664648, 77.613823 12.966449, 77.6139045 12.9662213, 77.6139359 12.966129, 77.6139694 12.9660052, 77.6141652 12.9653905, 77.614279 12.9650332))",12.965763745908824,77.61407025461855
K100,"POLYGON ((77.5944955 12.9542945, 77.5944897 12.9542986, 77.5938944 12.9547593, 77.5938832 12.9547455, 77.5937961 12.9548162, 77.5938043 12.9548272, 77.5933107 12.9552058, 77.5932838 12.9552301, 77.5932936 12.9552436, 77.5923884 12.9559485, 77.5923694 12.9559189, 77.5923475 12.9558822, 77.5923831 12.9558598, 77.5925353 12.9557373, 77.5926944 12.9556083, 77.5926952 12.9555848, 77.592825 12.9554814, 77.5928367 12.9554821, 77.5928632 12.9554599, 77.5928719 12.9554602, 77.5929879 12.9553671, 77.5930013 12.9553664, 77.593227 12.9551916, 77.5932789 12.9551501, 77.5933038 12.9551828, 77.5938694 12.9546768, 77.5944305 12.9542412, 77.5944445 12.9542345, 77.5944777 12.9542735, 77.5944955 12.9542945))",12.955103343288936,77.59339879643164
,"POLYGON ((77.5568957 13.0518273, 77.5571345 13.0515413, 77.5572618 13.0513348, 77.5573805 13.0509442, 77.5567925 13.0509572, 77.5568957 13.0518273))",13.051267200753948,77.55704613908057
,"POLYGON ((77.5619202 13.0116374, 77.5620161 13.011674, 77.5621153 13.0116191, 77.5621475 13.011559, 77.5621053 13.0114335, 77.5620302 13.0113571, 77.5619202 13.0116374))",13.011538356813386,77.56203953448608
ESI Hospital Malleshwaram Branch,"POLYGON ((77.5597986 13.015112, 77.5601041 13.0152903, 77.560204 13.0151277, 77.5598985 13.0149494, 77.5597986 13.015112))",13.015119850000001,77.56000130000001
,"POLYGON ((77.5576897 13.0171855, 77.5573356 13.0173514, 77.5571828 13.0170639, 77.5573732 13.016962, 77.5576897 13.0171855))",13.017152188663765,77.55740734235467
,"POLYGON ((77.6313462 13.0429457, 77.6317039 13.0428492, 77.6321666 13.0422691, 77.6311447 13.0423378, 77.6311611 13.0426285, 77.6313462 13.0429457))",13.042557206358541,77.6315691142509
Bhoomi Diagnostics,"POLYGON ((77.6494731 12.9118088, 77.6494764 12.9115865, 77.649615 12.9115885, 77.6496117 12.9118108, 77.6494731 12.9118088))",12.911698649999998,77.64954404999997
,"POLYGON ((77.6402543 12.9115822, 77.6403834 12.9115787, 77.6403808 12.9114875, 77.6402517 12.911491, 77.6402543 12.9115822))",12.911534849999999,77.64031755
,"POLYGON ((77.641344 12.9112701, 77.6414022 12.911268, 77.6413996 12.9112007, 77.6413414 12.9112028, 77.641344 12.9112701))",12.911235399999999,77.6413718
Narayana Multispeciality Hospital,"POLYGON ((77.6434431 12.9084997, 77.6436044 12.9084942, 77.6435837 12.9079176, 77.6434223 12.9079231, 77.6434431 12.9084997))",12.908208620259211,77.64351337385023
,"POLYGON ((77.7245871 12.9607071, 77.724494 12.9604567, 77.7244409 12.9602451, 77.7243655 12.9600551, 77.7243168 12.9599212, 77.7244719 12.9599299, 77.725008 12.9599731, 77.7251852 12.9599947, 77.7250567 12.9601156, 77.7249548 12.9602494, 77.7249194 12.9603876, 77.7247998 12.960651, 77.724782 12.9606985, 77.7245871 12.9607071))",12.960246711908137,77.72470362204982
,"POLYGON ((77.5773422 13.0086307, 77.5780021 13.0085719, 77.577927 13.008429, 77.5778519 13.0082858, 77.5773422 13.0086307))",13.0084961409989,77.57773204444145
,"POLYGON ((77.5700308 13.0120344, 77.5696992 13.0121253, 77.5695924 13.0117556, 77.5699241 13.0116647, 77.5700308 13.0120344))",13.011894991912246,77.56981162061571
,"POLYGON ((77.6469959 13.0447121, 77.6469238 13.0447096, 77.6468562 13.0447342, 77.6468036 13.0447821, 77.6467737 13.044846, 77.6467712 13.0449163, 77.6467964 13.0449822, 77.6468457 13.0450334, 77.6469113 13.0450626, 77.6469834 13.045065, 77.6470509 13.0450404, 77.6471036 13.0449926, 77.6471336 13.0449286, 77.6471361 13.0448583, 77.6471107 13.0447925, 77.6470616 13.044741, 77.6469959 13.0447121))",13.044887298537539,77.64695362447092
,"POLYGON ((77.6465643 13.0449032, 77.6464987 13.044901, 77.6464373 13.0449233, 77.6463895 13.0449668, 77.6463623 13.0450249, 77.6463601 13.0450886, 77.646383 13.0451485, 77.6464277 13.0451951, 77.6464873 13.0452216, 77.6465529 13.0452238, 77.6466141 13.0452015, 77.6466621 13.045158, 77.6466893 13.0450999, 77.6466915 13.045036, 77.6466686 13.0449762, 77.6466239 13.0449295, 77.6465643 13.0449032))",13.045062368554268,77.64652581366873
,"POLYGON ((77.646717 13.0437932, 77.6466609 13.0437913, 77.6466082 13.0438105, 77.6465673 13.0438477, 77.646544 13.0438975, 77.6465421 13.0439521, 77.6465617 13.0440034, 77.6466 13.0440434, 77.6466511 13.044066, 77.6467072 13.0440679, 77.6467597 13.0440488, 77.6468008 13.0440116, 77.6468241 13.0439618, 77.646826 13.043907, 77.6468064 13.0438558, 77.6467681 13.0438158, 77.646717 13.0437932))",13.043929603251405,77.64668405867346
,"POLYGON ((77.6471193 13.0436665, 77.6470632 13.0436646, 77.6470106 13.0436838, 77.6469696 13.043721, 77.6469463 13.0437708, 77.6469444 13.0438254, 77.6469641 13.0438767, 77.6470023 13.0439166, 77.6470534 13.0439393, 77.6471096 13.0439412, 77.6471621 13.0439221, 77.6472031 13.0438848, 77.6472265 13.043835, 77.6472284 13.0437803, 77.6472087 13.0437291, 77.6471704 13.0436891, 77.6471193 13.0436665))",13.043802897532725,77.6470863961292
,"POLYGON ((77.646953 13.0431753, 77.6468969 13.0431734, 77.6468443 13.0431925, 77.6468033 13.0432298, 77.64678 13.0432796, 77.6467781 13.0433342, 77.6467978 13.0433855, 77.646836 13.0434254, 77.6468871 13.0434481, 77.6469433 13.04345, 77.6469958 13.0434309, 77.6470368 13.0433936, 77.6470602 13.0433438, 77.6470621 13.0432891, 77.6470424 13.0432379, 77.6470041 13.0431978, 77.646953 13.0431753))",13.043311680501958,77.64692009644983
,"POLYGON ((77.6465426 13.0432994, 77.6464865 13.0432975, 77.6464339 13.0433166, 77.6463929 13.0433539, 77.6463696 13.0434037, 77.6463677 13.0434583, 77.6463873 13.0435096, 77.6464256 13.0435495, 77.6464767 13.0435722, 77.6465329 13.0435741, 77.6465854 13.043555, 77.6466264 13.0435177, 77.6466497 13.0434679, 77.6466516 13.0434132, 77.646632 13.043362, 77.6465937 13.0433219, 77.6465426 13.0432994))",13.043435784930377,77.64650966410893
,"POLYGON ((77.6067524 13.0948113, 77.6067072 13.0948098, 77.6066649 13.0948252, 77.6066319 13.0948551, 77.6066132 13.0948952, 77.6066116 13.0949391, 77.6066274 13.0949804, 77.6066582 13.0950125, 77.6066993 13.0950307, 77.6067445 13.0950323, 77.6067867 13.0950169, 77.6068198 13.0949869, 77.6068385 13.0949469, 77.6068401 13.0949028, 77.6068243 13.0948617, 77.6067935 13.0948294, 77.6067524 13.0948113))",13.094921011385122,77.60672585875798
,"POLYGON ((77.6067899 13.094554, 77.6067447 13.0945525, 77.6067024 13.0945678, 77.6066695 13.0945978, 77.6066507 13.0946379, 77.6066492 13.0946818, 77.606665 13.0947231, 77.6066958 13.0947552, 77.6067369 13.0947734, 77.6067821 13.0947749, 77.6068243 13.0947595, 77.6068573 13.0947296, 77.6068761 13.0946895, 77.6068776 13.0946455, 77.6068618 13.0946043, 77.606831 13.0945721, 77.6067899 13.094554))",13.094663677197218,77.60676339867322
,"POLYGON ((77.7165169 12.9396742, 77.7164617 12.9396723, 77.71641 12.9396912, 77.7163697 12.9397278, 77.7163468 12.9397768, 77.7163449 12.9398305, 77.7163642 12.939881, 77.7164019 12.9399203, 77.7164521 12.9399426, 77.7165073 12.9399445, 77.716559 12.9399257, 77.7165994 12.939889, 77.7166223 12.93984, 77.7166242 12.9397862, 77.7166048 12.9397358, 77.7165672 12.9396964, 77.7165169 12.9396742))",12.93980840088396,77.71648454909163
,"POLYGON ((77.7166926 12.9393854, 77.7166373 12.9393835, 77.7165856 12.9394023, 77.7165453 12.939439, 77.7165224 12.939488, 77.7165205 12.9395417, 77.7165399 12.9395922, 77.7165775 12.9396315, 77.7166277 12.9396538, 77.716683 12.9396556, 77.7167346 12.9396368, 77.716775 12.9396002, 77.7167979 12.9395512, 77.7167998 12.9394973, 77.7167805 12.939447, 77.7167428 12.9394076, 77.7166926 12.9393854))",12.939519559511545,77.71666015755518
,"POLYGON ((77.7170172 12.9395632, 77.7169619 12.9395613, 77.7169102 12.9395801, 77.7168699 12.9396168, 77.716847 12.9396658, 77.7168451 12.9397195, 77.7168644 12.93977, 77.7169021 12.9398092, 77.7169523 12.9398316, 77.7170076 12.9398334, 77.7170592 12.9398146, 77.7170996 12.939778, 77.7171225 12.939729, 77.7171244 12.9396751, 77.717105 12.9396247, 77.7170674 12.9395854, 77.7170172 12.9395632))",12.93969735812903,77.71698475098549
,"POLYGON ((77.7168724 12.9398572, 77.7168171 12.9398553, 77.7167654 12.9398742, 77.7167251 12.9399108, 77.7167022 12.9399598, 77.7167003 12.9400135, 77.7167196 12.940064, 77.7167573 12.9401033, 77.7168075 12.9401256, 77.7168628 12.9401275, 77.7169144 12.9401087, 77.7169548 12.940072, 77.7169777 12.940023, 77.7169796 12.9399692, 77.7169602 12.9399188, 77.7169226 12.9398794, 77.7168724 12.9398572))",12.939991400141015,77.71683995064978
,"POLYGON ((77.7171537 12.9410365, 77.7170852 12.9410342, 77.717021 12.9410576, 77.716971 12.941103, 77.7169425 12.9411639, 77.7169402 12.9412305, 77.7169642 12.9412932, 77.7170109 12.9413419, 77.7170733 12.9413696, 77.7171418 12.941372, 77.7172059 12.9413486, 77.717256 12.9413031, 77.7172845 12.9412423, 77.7172868 12.9411755, 77.7172628 12.9411129, 77.7172161 12.9410641, 77.7171537 12.9410365))",12.941203057777251,77.71711351421028
,"POLYGON ((77.7176204 12.9413162, 77.7175519 12.9413139, 77.7174877 12.9413373, 77.7174377 12.9413828, 77.7174092 12.9414436, 77.7174069 12.9415102, 77.7174309 12.9415729, 77.7174776 12.9416217, 77.71754 12.9416494, 77.7176085 12.9416517, 77.7176726 12.9416283, 77.7177227 12.9415828, 77.7177512 12.941522, 77.7177535 12.9414552, 77.7177295 12.9413927, 77.7176828 12.9413438, 77.7176204 12.9413162))",12.94148278544355,77.71758020605046
,"POLYGON ((77.7174085 12.9416953, 77.71734 12.9416929, 77.7172758 12.9417163, 77.7172258 12.9417618, 77.7171973 12.9418226, 77.717195 12.9418893, 77.717219 12.941952, 77.7172657 12.9420007, 77.7173281 12.9420284, 77.7173966 12.9420307, 77.7174607 12.9420073, 77.7175108 12.9419619, 77.7175393 12.941901, 77.7175416 12.9418342, 77.7175176 12.9417717, 77.7174709 12.9417228, 77.7174085 12.9416953))",12.941861805606019,77.71736830172928
,"POLYGON ((77.7169257 12.9414286, 77.7168572 12.9414263, 77.716793 12.9414497, 77.716743 12.9414952, 77.7167145 12.941556, 77.7167122 12.9416227, 77.7167362 12.9416853, 77.7167829 12.9417341, 77.7168453 12.9417618, 77.7169138 12.9417641, 77.7169779 12.9417407, 77.717028 12.9416952, 77.7170565 12.9416344, 77.7170588 12.9415676, 77.7170348 12.9415051, 77.7169881 12.9414562, 77.7169257 12.9414286))",12.941595186067484,77.71688550411035
,"POLYGON ((77.6559127 12.9399191, 77.6558684 12.9399176, 77.6558269 12.9399327, 77.6557946 12.9399621, 77.6557762 12.9400014, 77.6557747 12.9400445, 77.6557902 12.940085, 77.6558204 12.9401165, 77.6558607 12.9401344, 77.655905 12.9401359, 77.6559464 12.9401208, 77.6559788 12.9400914, 77.6559972 12.9400521, 77.6559987 12.9400089, 77.6559832 12.9399685, 77.655953 12.9399369, 77.6559127 12.9399191))",12.940026736072745,77.65588670410845
,"POLYGON ((77.6558322 12.9395819, 77.6557879 12.9395804, 77.6557464 12.9395955, 77.6557141 12.9396249, 77.6556957 12.9396642, 77.6556942 12.9397073, 77.6557097 12.9397478, 77.6557399 12.9397793, 77.6557802 12.9397972, 77.6558245 12.9397987, 77.6558659 12.9397836, 77.6558983 12.9397542, 77.6559167 12.9397149, 77.6559182 12.9396717, 77.6559027 12.9396313, 77.6558725 12.9395997, 77.6558322 12.9395819))",12.939689536072741,77.65580620410844
,"POLYGON ((77.6555747 12.9397701, 77.6555304 12.9397686, 77.6554889 12.9397837, 77.6554566 12.9398131, 77.6554382 12.9398524, 77.6554367 12.9398955, 77.6554522 12.939936, 77.6554824 12.9399675, 77.6555227 12.9399854, 77.655567 12.9399869, 77.6556084 12.9399718, 77.6556408 12.9399424, 77.6556592 12.9399031, 77.6556607 12.9398599, 77.6556452 12.9398195, 77.655615 12.9397879, 77.6555747 12.9397701))",12.939877736072747,77.65554870410845
,"POLYGON ((77.6601048 12.9403232, 77.6600209 12.940292, 77.6599313 12.9402945, 77.6598493 12.9403302, 77.6597878 12.9403938, 77.6597557 12.9404756, 77.6597584 12.9405629, 77.659795 12.9406428, 77.6598602 12.9407027, 77.6599441 12.9407339, 77.6600337 12.9407314, 77.6601156 12.9406957, 77.6601772 12.9406321, 77.6602092 12.9405505, 77.6602066 12.940463, 77.66017 12.9403833, 77.6601048 12.9403232))",12.940512952518246,77.65998247637823
,"POLYGON ((77.6601021 12.9398317, 77.6600182 12.9398005, 77.6599286 12.939803, 77.6598466 12.9398388, 77.6597851 12.9399024, 77.659753 12.9399841, 77.6597557 12.9400715, 77.6597924 12.9401513, 77.6598575 12.9402113, 77.6599414 12.9402425, 77.660031 12.94024, 77.6601129 12.9402042, 77.6601746 12.9401407, 77.6602065 12.940059, 77.660204 12.9399716, 77.6601673 12.9398918, 77.6601021 12.9398317))",12.940021499388878,77.65997981157057
,"POLYGON ((77.6605688 12.9395468, 77.6604849 12.9395156, 77.6603953 12.9395181, 77.6603133 12.9395538, 77.6602518 12.9396174, 77.6602197 12.9396992, 77.6602224 12.9397865, 77.6602591 12.9398664, 77.6603242 12.9399264, 77.6604081 12.9399576, 77.6604977 12.939955, 77.6605796 12.9399193, 77.6606413 12.9398557, 77.6606732 12.9397741, 77.6606707 12.9396866, 77.660634 12.9396069, 77.6605688 12.9395468))",12.93973657043532,77.6604464975127
,"POLYGON ((77.6601102 12.9393246, 77.6600263 12.9392934, 77.6599366 12.9392959, 77.6598547 12.9393316, 77.6597931 12.9393952, 77.6597611 12.939477, 77.6597637 12.9395643, 77.6598004 12.9396442, 77.6598655 12.9397042, 77.6599494 12.9397354, 77.6600391 12.9397328, 77.6601209 12.9396971, 77.6601826 12.9396335, 77.6602145 12.9395519, 77.660212 12.9394644, 77.6601753 12.9393847, 77.6601102 12.9393246))",12.939514373196412,77.65998781889112
,"POLYGON ((77.6594983 12.9378599, 77.6594349 12.9378363, 77.6593671 12.9378382, 77.6593051 12.9378653, 77.6592586 12.9379133, 77.6592344 12.9379751, 77.6592363 12.9380412, 77.6592641 12.9381016, 77.6593133 12.9381469, 77.6593768 12.9381705, 77.6594445 12.9381686, 77.6595064 12.9381416, 77.659553 12.9380935, 77.6595772 12.9380318, 77.6595753 12.9379657, 77.6595475 12.9379054, 77.6594983 12.9378599))",12.938003410977329,77.65940578997483
,"POLYGON ((77.6596753 12.9385318, 77.6596119 12.9385082, 77.6595441 12.9385101, 77.6594821 12.9385371, 77.6594356 12.9385852, 77.6594114 12.938647, 77.6594134 12.938713, 77.6594411 12.9387734, 77.6594904 12.9388187, 77.6595538 12.9388423, 77.6596216 12.9388404, 77.6596834 12.9388134, 77.6597301 12.9387653, 77.6597542 12.9387036, 77.6597523 12.9386375, 77.6597246 12.9385772, 77.6596753 12.9385318))",12.938675242115991,77.65958282581605
,"POLYGON ((77.6592649 12.9383331, 77.6592015 12.9383095, 77.6591337 12.9383114, 77.6590718 12.9383384, 77.6590252 12.9383865, 77.659001 12.9384483, 77.659003 12.9385143, 77.6590307 12.9385747, 77.65908 12.9386201, 77.6591434 12.9386436, 77.6592112 12.9386417, 77.6592731 12.9386147, 77.6593197 12.9385667, 77.6593438 12.9385049, 77.6593419 12.9384388, 77.6593142 12.9383785, 77.6592649 12.9383331))",12.938476565537503,77.65917243440664
,"POLYGON ((77.6582351 12.9384578, 77.6581771 12.9384362, 77.6581151 12.9384379, 77.6580584 12.9384626, 77.6580159 12.9385066, 77.6579937 12.9385631, 77.6579955 12.9386235, 77.6580209 12.9386787, 77.658066 12.9387202, 77.658124 12.9387418, 77.6581859 12.93874, 77.6582425 12.9387153, 77.6582852 12.9386714, 77.6583073 12.9386149, 77.6583055 12.9385544, 77.6582801 12.9384993, 77.6582351 12.9384578))",12.938588971924025,77.65815050311912
,"POLYGON ((77.6573883 12.9392298, 77.6573307 12.9392084, 77.6572691 12.9392101, 77.6572128 12.9392346, 77.6571705 12.9392783, 77.6571485 12.9393345, 77.6571503 12.9393945, 77.6571755 12.9394493, 77.6572203 12.9394905, 77.6572779 12.9395119, 77.6573395 12.9395102, 77.6573957 12.9394857, 77.6574381 12.939442, 77.65746 12.9393859, 77.6574582 12.9393258, 77.657433 12.9392711, 77.6573883 12.9392298))",12.939360155544241,77.65730426031936
,"POLYGON ((77.6574031 12.9386181, 77.6573454 12.9385967, 77.6572839 12.9385984, 77.6572276 12.9386229, 77.6571853 12.9386666, 77.6571633 12.9387227, 77.6571651 12.9387828, 77.6571903 12.9388376, 77.657235 12.9388788, 77.6572927 12.9389002, 77.6573542 12.9388985, 77.6574105 12.938874, 77.6574528 12.9388303, 77.6574747 12.9387742, 77.657473 12.9387141, 77.6574478 12.9386594, 77.6574031 12.9386181))",12.938748452382015,77.65731903240358
,"POLYGON ((77.6570839 12.9388324, 77.6570263 12.938811, 77.6569647 12.9388127, 77.6569084 12.9388373, 77.6568661 12.938881, 77.6568441 12.9389371, 77.6568459 12.9389971, 77.6568711 12.9390519, 77.6569159 12.9390932, 77.6569735 12.9391146, 77.657035 12.9391129, 77.6570913 12.9390883, 77.6571336 12.9390446, 77.6571555 12.9389886, 77.6571538 12.9389285, 77.6571286 12.9388737, 77.6570839 12.9388324))",12.938962791624018,77.65699984448588
Rainbow Children's Hospital,"POLYGON ((77.6013846 12.9034102, 77.6013273 12.9031678, 77.6001388 12.9033714, 77.6001647 12.9036331, 77.6009965 12.9034811, 77.6013846 12.9034102))",12.90339714936832,77.60074862927685
,"POLYGON ((77.6456852 12.9234359, 77.6457134 12.9234084, 77.6456737 12.9233725, 77.6457688 12.9232741, 77.6456895 12.9232004, 77.6455706 12.9233359, 77.6456852 12.9234359))",12.923312387775804,77.64567040077705
,"POLYGON ((77.6388384 12.9166939, 77.6388645 12.9167194, 77.6388831 12.9167349, 77.6389075 12.9167415, 77.6389326 12.9167415, 77.638957 12.9167342, 77.6389657 12.9167271, 77.6389859 12.9167073, 77.6389966 12.916689, 77.6390017 12.9166675, 77.6390007 12.9166408, 77.6389898 12.9166186, 77.638979 12.9165988, 77.6389699 12.9165856, 77.6389248 12.9166239, 77.6389017 12.9166009, 77.6388899 12.9166121, 77.6388682 12.9166306, 77.6388537 12.9166431, 77.638875 12.9166609, 77.6388384 12.9166939))",12.916671063163637,77.6389279249153
,"POLYGON ((77.638473 12.9162305, 77.638521 12.9157552, 77.6386015 12.9157627, 77.6385305 12.9162314, 77.638473 12.9162305))",12.915981464236234,77.63853313665876
,"POLYGON ((77.638521 12.9157552, 77.6385075 12.91573, 77.6384038 12.9157439, 77.6383391 12.9156702, 77.6383351 12.9155376, 77.6385018 12.9155049, 77.638497 12.9156291, 77.6386197 12.9156814, 77.6386156 12.9156996, 77.6386015 12.9157627, 77.638521 12.9157552))",12.91564374788896,77.63845693746134
,"POLYGON ((77.6383391 12.9156702, 77.6380671 12.9157312, 77.6380691 12.9155579, 77.6383351 12.9155376, 77.6383391 12.9156702))",12.91562540207183,77.63819677550663
,"POLYGON ((77.6380671 12.9157312, 77.637797 12.9157276, 77.6365379 12.9159266, 77.6354859 12.9160408, 77.6354821 12.9159725, 77.6354789 12.9159154, 77.6365397 12.9157985, 77.6370951 12.915704, 77.6377464 12.915612, 77.6380691 12.9155579, 77.6380671 12.9157312))",12.91581240139902,77.63679836943602
,"POLYGON ((77.6354859 12.9160408, 77.6353175 12.9160498, 77.6353104 12.9159244, 77.6354789 12.9159154, 77.6354821 12.9159725, 77.6354859 12.9160408))",12.915982593609662,77.63539817719266
,"POLYGON ((77.6353175 12.9160498, 77.6324249 12.9162893, 77.6324133 12.9161959, 77.6340778 12.9160401, 77.6353104 12.9159244, 77.6353175 12.9160498))",12.916108769927858,77.63393569018663
