name,geometry,latitude,longitude
NU Hospitals,POINT (77.5526061 13.011845),13.011845,77.5526061
V. S. Achar Multispeciality Hospital,POINT (77.5966914 12.9472091),12.9472091,77.5966914
Nature Cure Hospital,POINT (77.5842632 12.933223),12.933223,77.5842632
Government Hospital,POINT (77.5549647 12.966103),12.966103,77.5549647
"Emergency Block , NIMHANS",POINT (77.5945391 12.9403849),12.9403849,77.5945391
Usha Vikranth Diagnostic Center and Hospital,POINT (77.5273633 12.9138086),12.9138086,77.5273633
Nethradhama Superspeciality Eye Hospital,POINT (77.6474011 12.9719805),12.9719805,77.6474011
Childrens Park Tower 9,POINT (77.7276701 12.9950323),12.9950323,77.7276701
Telerad RXDX Kadugodi,POINT (77.7569157 13.0028637),13.0028637,77.7569157
Care Health,POINT (77.6028234 13.0552027),13.0552027,77.6028234
Sri Shankara Cancer Hospital And Research Centre (A Service Unit Of Sscf),POINT (77.5709473 12.9542624),12.9542624,77.5709473
Vathsalya Speciality Hospital,POINT (77.5391801 12.9939752),12.9939752,77.5391801
Lakeside Medical Centre and Hospital,POINT (77.6177434 12.9878631),12.9878631,77.6177434
Maruthi Hospital,POINT (77.5413282 12.9677607),12.9677607,77.5413282
Aparna Hospital,POINT (77.616947 12.9362087),12.9362087,77.616947
Apollo Spectra Hospitals,POINT (77.6201615 12.9338175),12.9338175,77.6201615
Sankeerthana Hospital and Fertility Center,POINT (77.6359638 12.9256013),12.9256013,77.6359638
Jayashree Multi Specilaity Hospital,POINT (77.6260763 12.881611),12.881611,77.6260763
Bangalore Prime Hospital,POINT (77.6390545 13.066842),13.066842,77.6390545
CyteCare,POINT (77.6078781 13.118638),13.118638,77.6078781
Children's Park,POINT (77.6719868 12.9274741),12.9274741,77.6719868
Shiva Vision Care,POINT (77.6277125 12.9366526),12.9366526,77.6277125
Bhuvaneshwari Nagar Park,POINT (77.6021484 13.0544039),13.0544039,77.6021484
Medical Center,POINT (77.5781394 13.0711049),13.0711049,77.5781394
Sujatha Hospital,POINT (77.6372391 12.9781293),12.9781293,77.6372391
Patil Hospital,POINT (77.6979598 13.011214),13.011214,77.6979598
The Eye Surgical Centre,POINT (77.5493143 12.9821954),12.9821954,77.5493143
Omega Multispeciality Hospital,POINT (77.5813432 13.1001877),13.1001877,77.5813432
NDR Hospital,POINT (77.5792872 13.0957808),13.0957808,77.5792872
Venus Bone & Joint Centre,POINT (77.59647 13.0665572),13.0665572,77.59647
Lourdes High School,POINT (77.540004 13.0182102),13.0182102,77.540004
Boregowda Lingamma Hospital,POINT (77.539386 13.016705),13.016705,77.539386
Kanva Hospital,POINT (77.5394308 13.0175606),13.0175606,77.5394308
Kengeri Upanagara Government Hospital,POINT (77.4808065 12.9156896),12.9156896,77.4808065
Yogananda Multi Speciality Hospital,POINT (77.5593919 12.9158516),12.9158516,77.5593919
Dr. Agrawal's Eye Hospital,POINT (77.5501121 12.9998982),12.9998982,77.5501121
Ashok Hospital,POINT (77.5347984 12.9948905),12.9948905,77.5347984
Balaji Hospital and Gastroenterology Center,POINT (77.5666429 12.9376087),12.9376087,77.5666429
Abhay Hospital,POINT (77.4939886 12.9517481),12.9517481,77.4939886
Chaitanya Hospital,POINT (77.5941463 13.0237316),13.0237316,77.5941463
Dr. B. Venkatasubbarao Memorial Hospital,POINT (77.568151 12.9981979),12.9981979,77.568151
"South City Hospital, Bengaluru Urban",POINT (77.5802779 12.9497745),12.9497745,77.5802779
"Sri Sai Hospital, Bengaluru Urban",POINT (77.6238732 13.0370143),13.0370143,77.6238732
Jupiter Hospital And Institute Of Vascular Surgery,POINT (77.5663653 12.9998457),12.9998457,77.5663653
"Shreyas Hospital, Bengaluru Urban",POINT (77.5309655 12.9829857),12.9829857,77.5309655
Ashirwad Hospital,POINT (77.6045479 13.0289685),13.0289685,77.6045479
N.D.R. Hospital,POINT (77.5787745 13.0965172),13.0965172,77.5787745
Asha Kiran Children & Women Health Care Centre,POINT (77.5933929 13.0263529),13.0263529,77.5933929
Radha Maternity and Surgical Hospital,POINT (77.5688544 12.9690441),12.9690441,77.5688544
"Hitech Kidney Stone Hospital, Bengaluru Urban",POINT (77.5809833 12.9878104),12.9878104,77.5809833
Sri Dhavantari Ayurveda Hoapital,POINT (77.5599374 12.9822186),12.9822186,77.5599374
Vaidyam Hospital,POINT (77.5528322 12.9845512),12.9845512,77.5528322
Suresh Hospital - Bangalore,POINT (77.5551014 12.9897745),12.9897745,77.5551014
Lakshmi Maternity Home,POINT (77.5694512 13.0058226),13.0058226,77.5694512
Manjunatha Maternity Home and Surgical Centre,POINT (77.5696993 13.0077265),13.0077265,77.5696993
Samprathi Eye Hospital And Squint Centre,POINT (77.580691 12.9932806),12.9932806,77.580691
Shankara Nethralaya Eye Hospital,POINT (77.5406188 13.0089953),13.0089953,77.5406188
Supra South City Hospital,POINT (77.5799654 12.8919509),12.8919509,77.5799654
ChanRe Rheumatology and Immunology Center and Research,POINT (77.550269 12.9992083),12.9992083,77.550269
Chandana Hospital,POINT (77.5114394 12.9579894),12.9579894,77.5114394
"J M J Hospital, Bengaluru Urban",POINT (77.6230843 13.0398217),13.0398217,77.6230843
Sri Krishna Hospital,POINT (77.5655432 12.9215013),12.9215013,77.5655432
Malleswaram Eye Day Care Hospital - Bengalore,POINT (77.5716037 12.9966677),12.9966677,77.5716037
Mahaveer Eye Hospital Private Limited,POINT (77.5729595 12.9933551),12.9933551,77.5729595
Bilva Hospital,POINT (77.5802015 12.9989833),12.9989833,77.5802015
"Nethradhama Superspeciality Eye Hospital, Jayanagar",POINT (77.5773127 12.9256932),12.9256932,77.5773127
Dr Agarwals Eye Hospital Ltd,POINT (77.5994906 12.9122295),12.9122295,77.5994906
Sri Venkateshwara Hospitals,POINT (77.6167399 12.926471),12.926471,77.6167399
"Nova Specialty Surgery Center, Koramangala",POINT (77.620208 12.9339097),12.9339097,77.620208
C.S. Hospital,POINT (77.5528805 12.9118831),12.9118831,77.5528805
Sri Kalabyraveshwara Swamy Ayurvedic Medical College hospital,POINT (77.5435022 12.9650437),12.9650437,77.5435022
"Anugraha Hospital, Vijayanagar",POINT (77.5455876 12.9765645),12.9765645,77.5455876
Apple Hospital,POINT (77.5837862 13.103924),13.103924,77.5837862
Amar Hospital,POINT (77.5781228 12.9711822),12.9711822,77.5781228
Retina Institute Of Karnataka,POINT (77.5640827 12.95727),12.95727,77.5640827
The Venlakh Hospital,POINT (77.5644522 12.9572978),12.9572978,77.5644522
Vishwabharathi Hospital Pvt. Ltd,POINT (77.5644596 12.9406698),12.9406698,77.5644596
"Sunetra Eye Hospital, Bengaluru Urban",POINT (77.5578493 12.9404548),12.9404548,77.5578493
Sri Vivekananda Sevashrama,POINT (77.5711893 12.9253299),12.9253299,77.5711893
Saraswathi Hospital,POINT (77.568896 12.9276382),12.9276382,77.568896
Narayana Multispeciality Hospital,POINT (77.7337486 12.9894936),12.9894936,77.7337486
National Institute of Mental Health and Neuro Sciences,POINT (77.5944105 12.9386321),12.9386321,77.5944105
Netraspandana Healthcare and Research Pvt. Ltd,POINT (77.5461361 12.9291283),12.9291283,77.5461361
North City CT Scan,POINT (77.594104 13.0945892),13.0945892,77.594104
Nu Trust,POINT (77.5550705 12.9176216),12.9176216,77.5550705
"Padmavathi Hospital, Bengaluru Urban",POINT (77.5333714 12.9817311),12.9817311,77.5333714
Panchamukhi Specialityu Hospital,POINT (77.5031644 12.9957177),12.9957177,77.5031644
Sri Lakshmi Multi Speciality Hospital,POINT (77.5087273 12.9881868),12.9881868,77.5087273
K C Raju Multi Speciality Hospital,POINT (77.6235594 13.0090828),13.0090828,77.6235594
Ring Road Hospital,POINT (77.5519297 12.9278657),12.9278657,77.5519297
"Vasan Eye Care Hospital, Bannergatta Road",POINT (77.5957945 12.8822813),12.8822813,77.5957945
Varalakshmi Hospital,POINT (77.6170966 12.924624),12.924624,77.6170966
Kala Hospital,POINT (77.5587304 13.0223669),13.0223669,77.5587304
"Shekhar Hospital, Jayanagar",POINT (77.5948906 12.917589),12.917589,77.5948906
Rajalakshmi Hospital,POINT (77.5308891 13.0842019),13.0842019,77.5308891
"Vasan Eye Care Hospital, Sarakki",POINT (77.5732398 12.9103393),12.9103393,77.5732398
Lions Airport City Hospital,POINT (77.7051643 12.9551501),12.9551501,77.7051643
Mahanth Hospital,POINT (77.6235715 12.9079615),12.9079615,77.6235715
Sunayana Eye Hospital,POINT (77.5937748 12.9255233),12.9255233,77.5937748
"Lakshmi Hospital, Ganganagar",POINT (77.592089 13.024837),13.024837,77.592089
Lokhande S Hospital,POINT (77.6479433 13.0186045),13.0186045,77.6479433
Dr. T.V.Ramesh Piles Hospital,POINT (77.5856289 13.0250141),13.0250141,77.5856289
Dr Kamini Rao Hospital(A Unit Of Bacc Health Care Pvt Ltd),POINT (77.5847384 12.9163994),12.9163994,77.5847384
HCG,POINT (77.592659 12.9605309),12.9605309,77.592659
Dr Ambedkar Medical College Hospital,POINT (77.613084 13.0218188),13.0218188,77.613084
"Supriya Hospital, Bengaluru Urban",POINT (77.5588015 12.9929043),12.9929043,77.5588015
Manju Sree Hospital,POINT (77.6070739 13.0212406),13.0212406,77.6070739
Raj Mahal Vilas Hospital,POINT (77.5770459 13.0322819),13.0322819,77.5770459
Devi Eye Hospital,POINT (77.6238987 12.9412109),12.9412109,77.6238987
Essential Hospital,POINT (77.5096312 12.974865),12.974865,77.5096312
Shree Vijayalakshmi Hospital and Trauma Centre,POINT (77.6409059 13.0373572),13.0373572,77.6409059
Kalasa Maternity Home,POINT (77.5672585 12.9548208),12.9548208,77.5672585
Sidvin Hospital Pvt Ltd,POINT (77.5493681 12.982442),12.982442,77.5493681
Abhilash Hospital And Sara Rehabilitation Centre,POINT (77.5509238 12.9246384),12.9246384,77.5509238
"HCG, Koramangala",POINT (77.6228848 12.9343279),12.9343279,77.6228848
"Ganesh Nursing Home, Bengaluru Urban",POINT (77.6330289 12.8957636),12.8957636,77.6330289
Kavya Hospital,POINT (77.6263127 12.8987442),12.8987442,77.6263127
Sg Hospital,POINT (77.5457901 12.9275311),12.9275311,77.5457901
Place Guttahalli Maternity Home,POINT (77.5819892 12.9988238),12.9988238,77.5819892
"Phoenix Hospital, Bengaluru Urban",POINT (77.5911717 12.9608027),12.9608027,77.5911717
"Shreya Hospital, Bengaluru Rural",POINT (77.4832503 12.9215104),12.9215104,77.4832503
"Vasan Eye Care Hospital, Banaswadi",POINT (77.6335546 13.0241341),13.0241341,77.6335546
Sri Annapoorneshwari Hospital,POINT (77.4857756 12.9255704),12.9255704,77.4857756
"Vasan Eye Care Hospital, R.T.Nagar",POINT (77.5920609 13.0251833),13.0251833,77.5920609
Kims Hospital and Research Centre,POINT (77.5747874 12.9563016),12.9563016,77.5747874
"Karthik Hospital, Bengaluru Urban",POINT (77.5949925 12.9489406),12.9489406,77.5949925
Bangalore Kidney Stones Hospital,POINT (77.5892667 12.9670215),12.9670215,77.5892667
Sree Lakshmi Hospital,POINT (77.6814736 12.9825937),12.9825937,77.6814736
"Abhaya Eye Hospital, Super Speciality Eye Care Centre",POINT (77.5471291 12.9271131),12.9271131,77.5471291
Mediscope Hospital Private Limited,POINT (77.6162584 12.9994472),12.9994472,77.6162584
Medi Derma Hospital,POINT (77.6517145 13.0555559),13.0555559,77.6517145
Mathru Hospital - Bangalore,POINT (77.4806057 12.9110975),12.9110975,77.4806057
Manjushree Speciality Hospital,POINT (77.6124926 12.9825845),12.9825845,77.6124926
Namratha Nursing And Maternity Home,POINT (77.5432728 13.0045747),13.0045747,77.5432728
The Pulse Multi Speciality Hospital,POINT (77.5473283 12.9424801),12.9424801,77.5473283
Popular Hospital,POINT (77.5703564 12.9514854),12.9514854,77.5703564
Gavipuramguttahalli Maternity Home,POINT (77.5548633 12.9526505),12.9526505,77.5548633
Ayurseva Hospital,POINT (77.6640775 13.0139247),13.0139247,77.6640775
Spine Care And Ortho Care Hospital,POINT (77.5493883 12.9745134),12.9745134,77.5493883
Vijayashree Hospitals,POINT (77.5892687 12.8579673),12.8579673,77.5892687
Tanmay Hospital,POINT (77.5474034 12.9733764),12.9733764,77.5474034
Aayug Multi Speciality Hospital,POINT (77.7150508 12.9651587),12.9651587,77.7150508
MGA Hospital,POINT (77.7002262 12.9568547),12.9568547,77.7002262
Blossom Hospital,POINT (77.6595353 12.8705439),12.8705439,77.6595353
Bhagavathi Multi Speciality Hospital,POINT (77.6308219 12.9160636),12.9160636,77.6308219
Sri Sai Ram Hospital - Bangalore,POINT (77.6003156 12.9144587),12.9144587,77.6003156
Susheel Hospital,POINT (77.5427189 12.9645006),12.9645006,77.5427189
Dhanush Hospital,POINT (77.52312 12.9654318),12.9654318,77.52312
"Sadhana Eye Hospital, Bengaluru Urban",POINT (77.6307987 12.970023),12.970023,77.6307987
Av Hospital,POINT (77.5786096 12.938853),12.938853,77.5786096
"Balaji Hospital, K.H. Ranganath Colony",POINT (77.5602901 12.9632506),12.9632506,77.5602901
Banasawadi Hospital,POINT (77.6509675 13.0205082),13.0205082,77.6509675
Bangalore Eye Hospital And Retina Centre,POINT (77.6387729 13.0221036),13.0221036,77.6387729
Belaku Eye Hospital,POINT (77.4800451 12.9110766),12.9110766,77.4800451
Bhavatprabhu Hospitals Pvt Limited,POINT (77.5903161 12.9670615),12.9670615,77.5903161
Nikad Ortho Centre,POINT (77.6184806 12.975802),12.975802,77.6184806
Raksha Multispeciality Hospital,POINT (77.5419559 13.0195733),13.0195733,77.5419559
Cambridge Hospital,POINT (77.5419813 13.0195955),13.0195955,77.5419813
"Prasad Hospital, Bengaluru Urban",POINT (77.5773677 13.0983472),13.0983472,77.5773677
Saranalaya Hospital,POINT (77.6126106 13.1215236),13.1215236,77.6126106
Azad Nagar Maternity Home,POINT (77.5485635 12.9559644),12.9559644,77.5485635
Gunasheela Surgical and Maternity Hospital,POINT (77.5764705 12.9403012),12.9403012,77.5764705
Excel Care Hospital,POINT (77.5736019 12.9207314),12.9207314,77.5736019
"Vasan Eye Care Hospital, Jayanagar",POINT (77.5819811 12.9292015),12.9292015,77.5819811
Hi Tech Kidney Stone Hospital,POINT (77.579028 12.9271389),12.9271389,77.579028
Dr. Vidyananda's Surgery and Dia Centre,POINT (77.573217 12.9242515),12.9242515,77.573217
"Srushti Hospital, Bengaluru Rural",POINT (77.6207364 12.8981572),12.8981572,77.6207364
Parimala Speciality Hospital,POINT (77.6005474 12.9004567),12.9004567,77.6005474
Banashankari Hospital,POINT (77.583809 12.8443653),12.8443653,77.583809
"R K Hospital, Bengaluru Urban",POINT (77.6354731 13.0138123),13.0138123,77.6354731
"Prasad Eye Hospital, Bengaluru Urban",POINT (77.6079905 12.9356703),12.9356703,77.6079905
Unity Lifline Hospital Pvt Ltd,POINT (77.5108275 12.9819768),12.9819768,77.5108275
J.P.Nursing Home,POINT (77.5384723 13.0098352),13.0098352,77.5384723
North Side Health Centre,POINT (77.5870813 13.0267995),13.0267995,77.5870813
Amrutha Hospital,POINT (77.5992653 13.0657486),13.0657486,77.5992653
"Unity Hospital, Bengaluru Urban",POINT (77.5207892 12.910823),12.910823,77.5207892
Dr Chaitanyas Dental Care & Implant Centre,POINT (77.6565533 12.9675989),12.9675989,77.6565533
Kareem E.N.T and Multispeciality Centre,POINT (77.6058905 12.9188948),12.9188948,77.6058905
HK Hospital,POINT (77.4784157 12.9085981),12.9085981,77.4784157
Chinmaya Narayana Super Specialty Centre,POINT (77.6459773 12.9777106),12.9777106,77.6459773
Jyothi The Lasik Vision Centre,POINT (77.5790786 12.9496114),12.9496114,77.5790786
S.S.G. Hospital,POINT (77.4794832 12.9868695),12.9868695,77.4794832
Bengaluru West Lions Hospital,POINT (77.5830996 12.9563042),12.9563042,77.5830996
Vijayanagar Hospital,POINT (77.5371969 12.9716291),12.9716291,77.5371969
Abhinava Eye Hospital,POINT (77.5683897 12.9550181),12.9550181,77.5683897
North Star Maternity and Nursing Home,POINT (77.5849275 12.9067079),12.9067079,77.5849275
"Punarjyoti Eye Hospital, Bengaluru Urban",POINT (77.5843965 12.9685305),12.9685305,77.5843965
Sundar Hospital,POINT (77.6221479 13.0080166),13.0080166,77.6221479
"Sri Ramakrishna Hospital, Bengaluru Urban",POINT (77.6961802 13.0121705),13.0121705,77.6961802
Sri Venkateshwara Eye Hospital,POINT (77.5136653 13.0423919),13.0423919,77.5136653
V Care Hospital,POINT (77.5973475 13.015884),13.015884,77.5973475
A.M. Hospital,POINT (77.5315556 12.9601022),12.9601022,77.5315556
"Divya Drishti Eye Hospital, Vijayanagar",POINT (77.5352668 12.9586907),12.9586907,77.5352668
"Shridevi Hospital, Bengaluru Urban",POINT (77.5217172 12.9617045),12.9617045,77.5217172
Srinivasa Eye Hospital,POINT (77.6515616 13.0147224),13.0147224,77.6515616
Spandana Hospital And Medical Centre,POINT (77.6743939 13.0112166),13.0112166,77.6743939
Sreeniwasa Hospital,POINT (77.5725357 12.9732706),12.9732706,77.5725357
Ashraya Medinova Pvt Ltd,POINT (77.5078006 12.988865),12.988865,77.5078006
Magadi Road Maternity Home,POINT (77.561823 12.9741253),12.9741253,77.561823
Pristine Hospital,POINT (77.5432779 12.9980009),12.9980009,77.5432779
Dr Zamindar's Micro Surgical Eye Centre,POINT (77.6329015 13.0021978),13.0021978,77.6329015
K.T.G. Hospital,POINT (77.5054027 13.0004769),13.0004769,77.5054027
Vasan Eye Care Hospital,POINT (77.6339279 12.8980516),12.8980516,77.6339279
Health Cottage Hospital,POINT (77.6321116 12.9709143),12.9709143,77.6321116
Samastha Hospitals Pvt Ltd,POINT (77.5473364 12.89708),12.89708,77.5473364
Poornima Hospital,POINT (77.595128 13.0263344),13.0263344,77.595128
Dr.Zamindar Microsurgical Eye Centre,POINT (77.6547577 13.0178594),13.0178594,77.6547577
Good Shepherd Hospital,POINT (77.633289 13.0328036),13.0328036,77.633289
"Dr.Agarwal Eye Hospital, Frazer Town, Bangalore",POINT (77.6128413 12.9960196),12.9960196,77.6128413
"Mamta Hospital, Bengaluru Rural",POINT (77.5744454 13.0377564),13.0377564,77.5744454
S. J. Hospital,POINT (77.575065 13.0360827),13.0360827,77.575065
Republic Hospital,POINT (77.5982255 12.964162),12.964162,77.5982255
R.R. Hospital and Trauma Centre,POINT (77.5716318 12.9074269),12.9074269,77.5716318
"Suresh Hospital, Bengaluru Urban",POINT (77.6971089 13.0080397),13.0080397,77.6971089
Sri Ram Netralaya and Surgical Centre,POINT (77.6948659 13.0088071),13.0088071,77.6948659
"Patil Hospital, Bengaluru Urban",POINT (77.6969567 13.0090854),13.0090854,77.6969567
Sri Sai Eye Hospital,POINT (77.6659168 13.011968),13.011968,77.6659168
Sri Ram Speciality Hospital,POINT (77.6209764 12.9543777),12.9543777,77.6209764
Zion Hospital And Research Centre Pvt.Ltd.,POINT (77.6354957 13.0149675),13.0149675,77.6354957
Jai Maruthi Hospital,POINT (77.5055636 13.0068811),13.0068811,77.5055636
Institute Of Nephro Urology hospital,POINT (77.5728562 12.9619528),12.9619528,77.5728562
Well Spring hospital,POINT (77.6224349 12.9425676),12.9425676,77.6224349
Aaroyha Mandir Hospital,POINT (77.5502452 13.0105038),13.0105038,77.5502452
"Punya Hospital, Bengaluru Urban",POINT (77.5374853 12.9862161),12.9862161,77.5374853
"Vijaya Hospital, Bengaluru Urban",POINT (77.48376 12.9418827),12.9418827,77.48376
Sandhyashree Hospital,POINT (77.5261763 12.9761802),12.9761802,77.5261763
Dr. Sailaja's Super Speciality Eye Hospital,POINT (77.6614188 13.0276736),13.0276736,77.6614188
Hillside Hospital,POINT (77.5589544 12.9162753),12.9162753,77.5589544
Pd Hinduja Sindhi Hospital,POINT (77.5926509 12.9646359),12.9646359,77.5926509
